word,true_stem,stem
ꯄꯨꯝꯅꯃꯛ,ꯄꯨꯝ,ꯄꯨꯝ
ꯆꯠꯄꯥ,ꯆꯠ,ꯆꯠ
ꯃꯔꯤ,ꯔꯤ,ꯔꯤ
ꯅꯨꯡꯁꯤꯕꯥ,ꯅꯨꯡ,ꯅꯨꯡ
ꯉꯥꯛꯄꯥ,ꯉꯥꯛ,ꯉꯥꯛ
ꯅꯨꯡꯁꯤ,ꯅꯨꯡ,ꯅꯨꯡ
ꯂꯣꯏꯅꯕꯥ,ꯂꯣꯏ,ꯂꯣꯏ
ꯍꯥꯛꯆꯥꯡꯅꯥ,ꯍꯥꯛꯆꯥꯡ,ꯍꯥꯛꯆꯥꯡ
ꯄꯨꯟꯅꯥ,ꯄꯨꯟ,ꯄꯨꯟ
ꯂꯩꯕꯅꯤ,ꯂꯩ,ꯂꯩ
ꯈꯣꯝꯖꯤꯟꯒꯅꯤ,ꯈꯣꯝ,ꯈꯣꯝ
ꯈꯣꯝꯖꯤꯟꯕꯥ,ꯈꯣꯝ,ꯈꯣꯝ
ꯏꯃꯥ,ꯃꯥ,ꯃꯥ
ꯅꯪꯕꯨ,ꯅꯪ,ꯅꯪ
ꯃꯥꯏ,ꯃꯥꯏ,ꯃꯥꯏ
ꯆꯩꯕ,ꯆꯩ,ꯆꯩ
ꯁꯥꯒꯩꯅꯤ,ꯁꯥ,ꯁꯥꯒꯩ
ꯑꯗꯨꯉꯩ,ꯗꯨ,ꯗꯨ
ꯁꯦꯝꯕ,ꯁꯦꯝ,ꯁꯦꯝ
ꯄꯣꯊꯣꯛꯅꯤ,ꯄꯣ,ꯄꯣ
ꯄꯥꯜꯂꯤ,ꯄꯥꯜ,ꯄꯥꯜ
ꯁꯅꯥꯐꯝꯗꯥ,ꯁ,ꯁ
ꯑꯗꯨ,ꯗꯨ,ꯗꯨ
ꯑꯁꯨꯝ,ꯁꯨꯝ,ꯁꯨꯝ
ꯑꯗꯨꯒ,ꯗꯨ,ꯗꯨ
ꯅꯁꯨ,ꯁꯨ,ꯁꯨ
ꯄꯣꯛꯄꯥ,ꯄꯣꯛ,ꯄꯣꯛ
ꯄꯥꯒꯗꯕꯥꯅꯤ,ꯄꯥ,ꯄꯥ
ꯄꯥꯏꯕꯥ,ꯄꯥꯏ,ꯄꯥꯏ
ꯅꯄꯥꯗꯅꯤ,ꯅ,ꯄꯥ
ꯊꯗꯕꯥ,ꯊ,ꯊ
ꯄꯥꯜꯂꯤꯕꯅꯤ,ꯄꯥꯜ,ꯄꯥꯜ
ꯃꯥꯏꯊꯕ,ꯃꯥꯏ,ꯃꯥꯏ
ꯁꯥꯏꯗ,ꯁꯥꯏ ,ꯁꯥꯏ
ꯃꯤꯌꯥꯝꯒꯤꯗꯃꯛ,ꯃꯤ,ꯃꯤ
ꯏꯄꯥ,ꯄꯥ,ꯄꯥ
ꯏꯄꯨ,ꯄꯨ,ꯄꯨ
ꯅꯤꯡꯊꯧ,ꯅꯤꯡ,ꯅꯤꯡꯊꯧ
ꯀꯩꯔꯦꯜ,ꯀꯩ,ꯀꯩꯔꯦꯜ
ꯄꯥꯡꯂꯕꯗꯤ,ꯄꯥꯡ,ꯄꯥꯡ
ꯆꯥꯎꯈꯠꯀꯅꯤ,ꯆꯥꯎ,ꯆꯥꯎ
ꯑꯗꯨꯒꯨꯝꯕꯥ,ꯗꯨ,ꯗꯨ
ꯁꯨꯅꯤꯡꯕꯥꯁꯤꯡ,ꯁꯨ,ꯁꯨ
ꯍꯦꯛꯇꯥ,ꯍꯦꯛ,ꯍꯦꯛ
ꯑꯣꯏꯕꯥ,ꯑꯣꯏ,ꯑꯣꯏ
ꯀꯣꯅꯨꯡꯒꯤ,ꯀꯣ,ꯀꯣ
ꯃꯤꯑꯣꯢꯁꯤꯡ,ꯃꯤ,ꯃꯤ
ꯌꯥꯝꯅꯃꯛ,ꯌꯥꯝ,ꯌꯥꯝ
ꯇꯩꯅꯥ,ꯇꯩ,ꯇꯩ
ꯑꯣꯏꯕꯅꯤ,ꯑꯣꯏ,ꯑꯣꯏ
ꯀꯣꯏ,ꯀꯣꯏ,ꯀꯣꯏ
ꯑꯣꯏꯅꯕ,ꯑꯣꯏ,ꯑꯣꯏ
ꯀꯅꯥꯅꯥ,ꯀꯅꯥ,ꯀ
ꯑꯃꯥꯒꯤ,ꯃꯥ,ꯃꯥ
ꯃꯤꯌꯥꯝꯒꯤ,ꯃꯤ,ꯃꯤ
ꯇꯧꯕꯗꯤ,ꯇꯧ,ꯇꯧ
ꯂꯩꯅꯥꯕꯥ,ꯂꯩ,ꯂꯩ
ꯍꯥꯏꯗꯨꯅꯥ,ꯍꯥꯏ,ꯍꯥꯏ
ꯀꯅꯥꯒꯨꯝꯕꯥ,ꯀꯅꯥ,ꯀ
ꯏꯆꯥꯁꯤꯡꯅꯥ,ꯆꯥ,ꯆꯥ
ꯑꯑꯣꯏꯕꯗꯥ,ꯑꯣꯏ,ꯑꯣꯏ
ꯃꯗꯨꯒꯤ,ꯗꯨ,ꯗꯨ
ꯂꯩꯇꯕꯗꯤ,ꯂꯩ,ꯂꯩ
ꯂꯥꯡꯒꯤ,ꯂꯥꯡ,ꯂꯥꯡ
ꯍꯧꯔꯛꯄꯅꯤ,ꯍꯧ,ꯍꯧ
ꯃꯗꯨ,ꯗꯨ,ꯗꯨ
ꯑꯗꯨꯗꯥ,ꯗꯨ,ꯗꯨ
ꯑꯣꯏꯔꯛꯀꯗꯕꯅꯤ,ꯑꯣꯏ,ꯑꯣꯏ
ꯀꯅꯥꯒꯨꯝꯕꯅꯥ,ꯀꯅꯥ,ꯀ
ꯍꯥꯏꯒꯗꯅꯤ,ꯍꯥꯏ,ꯍꯥꯏ
ꯇꯥꯡꯈꯨꯜꯅꯥ,ꯇꯥꯡ,ꯇꯥꯡꯈꯨꯜ
ꯃꯤꯇꯩ,ꯃꯤ,ꯃꯤ
ꯃꯤꯌꯥꯝꯗꯤ,ꯃꯤ,ꯃꯤ
ꯍꯣꯠꯅꯔꯤꯕꯅꯤ,ꯍꯣꯠ,ꯍꯣꯠ
ꯅꯣꯏꯕꯥ,ꯅꯣꯏ,ꯅꯣꯏ
ꯃꯇꯝꯗꯒꯤ,ꯇꯝ,ꯇꯝ
ꯅꯩꯕꯅꯤ,ꯅꯩ,ꯅꯩ
ꯍꯥꯏꯕꯗꯨꯃꯛ,ꯍꯥꯏ,ꯍꯥꯏ
ꯂꯥꯡꯗꯥ,ꯂꯥꯡ,ꯂꯥꯡ
ꯍꯥꯏꯕꯗꯨ,ꯍꯥꯏ,ꯍꯥꯏ
ꯃꯁꯥꯅꯥ,ꯁꯥ,ꯁꯥ
ꯅꯨꯡ,ꯅꯨꯡ,ꯅꯨꯡ
ꯍꯥꯏꯕꯅꯤ,ꯍꯥꯏ,ꯍꯥꯏ
ꯃꯁꯤꯗꯥ,ꯁꯤ,ꯁꯤ
ꯃꯤꯌꯥꯝ,ꯃꯤ,ꯃꯤ
ꯃꯇꯝꯗꯥꯗꯤ,ꯇꯝ,ꯇꯝ
ꯂꯥꯏꯕꯥ,ꯂꯥꯏ,ꯂꯥꯏ
ꯀꯣꯟꯅꯕꯅꯤ,ꯀꯣꯟ,ꯀꯣꯟ
ꯇꯥꯏꯅꯥꯕꯥ,ꯇꯥꯏ,ꯇꯥꯏ
ꯍꯥꯏꯅꯤ,ꯍꯥꯏ,ꯍꯥꯏ
ꯂꯩꯕꯥꯗꯨꯒꯤ,ꯂꯩ,ꯂꯩ
ꯇꯩꯕꯅꯤ,ꯇꯩ,ꯇꯩ
ꯃꯗꯨꯒꯨꯝꯕꯥ,ꯗꯨ,ꯗꯨ
ꯃꯤꯑꯣꯢ,ꯃꯤ,ꯃꯤ
ꯑꯃꯥꯒꯨꯝꯅꯥ,ꯑꯃꯥ,ꯃꯥ
ꯃꯇꯝꯗꯤ,ꯇꯝ,ꯇꯝ
ꯄꯥꯟꯕꯅꯤ,ꯄꯥꯟ,ꯄꯥꯟ
ꯃꯁꯥ,ꯁꯥ,ꯁꯥ
ꯂꯥꯏꯒꯤ,ꯂꯥꯏ,ꯂꯥꯏ
ꯂꯩꯔꯛꯄꯥ,ꯂꯩ,ꯂꯩ
ꯍꯦꯛꯇꯥꯂꯩꯕꯥ,ꯍꯦꯛ,ꯍꯦꯛ
ꯌꯥꯏꯕꯥ,ꯌꯥꯏ,ꯌꯥꯏ
ꯍꯧꯔꯦ,ꯍꯧ,ꯍꯧ
ꯄꯥꯅꯕꯥ,ꯄꯥ,ꯄꯥ
ꯁꯦꯟꯅꯕꯥ,ꯁꯦꯟ,ꯁꯦꯟ
ꯊꯣꯏꯕꯥ,ꯊꯣꯏ,ꯊꯣꯏ
ꯂꯥꯏꯒꯨꯝꯕꯥ,ꯂꯥꯏ,ꯂꯥꯏ
ꯀꯕꯣꯛ,ꯀꯕꯣꯛ,ꯀꯕꯣꯛ
ꯍꯧꯖꯤꯛꯀꯤ,ꯍꯧ,ꯍꯧ
ꯑꯣꯏꯕ,ꯑꯣꯏ,ꯑꯣꯏ
ꯄꯥꯎꯗꯝ,ꯄꯥꯎ,ꯄꯥꯎ
ꯃꯇꯝꯗ,ꯇꯝ,ꯇꯝ
ꯊꯣꯛꯈꯤꯕ,ꯊꯣꯛ,ꯊꯣꯛ
ꯏꯝꯐꯥꯜ,ꯏꯝꯐꯥꯜ,ꯏꯝꯐꯥꯜ
ꯀꯝꯗꯧꯔꯤꯒꯦ,ꯀꯝ,ꯀꯝ
ꯆꯦꯅ,ꯆꯦ,ꯆꯦ
ꯄꯜꯂꯕ,ꯄꯜ,ꯄꯜ
ꯀꯥꯟꯅꯕꯗꯥ,ꯀꯥꯟ,ꯀꯥꯟ
ꯅꯥꯒꯔꯤꯛꯁꯤꯡ,ꯅꯥ,ꯅꯥ
ꯆꯟꯅꯗꯕꯥ,ꯆꯟ,ꯆꯟ
ꯃꯅꯤ,ꯅꯤ,ꯅꯤ
ꯄꯥꯎꯆꯦ,ꯄꯥꯎ,ꯄꯥꯎꯆꯦ
ꯑꯃꯗꯒꯤ,ꯃ,ꯃ
ꯄꯥꯎ,ꯄꯥꯎ,ꯄꯥꯎ
ꯐꯪꯂꯤꯕꯥ,ꯐꯪ,ꯐꯪ
ꯐꯥꯕꯥ,ꯐꯥ,ꯐꯥ
ꯊꯧꯔꯥꯡꯁꯤꯡ,ꯊꯧ,ꯊꯧ
ꯊꯣꯛꯈꯤꯕꯥ,ꯊꯣꯛ,ꯊꯣꯛ
ꯃꯈꯥ,ꯈꯥ,ꯈꯥ
ꯇꯥꯅꯥ,ꯇꯥ,ꯇꯥ
ꯂꯥꯛꯂꯤꯕꯥ,ꯂꯥꯛ,ꯂꯥꯛ
ꯆꯤꯡꯅꯒꯅꯤ,ꯆꯤꯡ,ꯆꯤꯡ
ꯃꯇꯨꯡꯗꯥ,ꯇꯨꯡ,ꯇꯨꯡ
ꯂꯥꯛꯀꯗꯕꯥ,ꯂꯥꯛ,ꯂꯥꯛ
ꯄꯥꯎꯖꯦꯜ,ꯄꯥꯎ,ꯄꯥꯎ
ꯄꯤꯔꯤꯕꯅꯤ,ꯄꯤ,ꯄꯤ
ꯊꯧꯑꯣꯡ,ꯊꯧ,ꯊꯧꯑꯣꯡ
ꯊꯣꯛꯍꯜꯂꯦ,ꯊꯣꯛ,ꯊꯣꯛ
ꯃꯐꯝ,ꯐꯝ,ꯐꯝ
ꯂꯩꯔꯤꯕꯥ,ꯂꯩ,ꯂꯩ
ꯃꯤꯑꯣꯢꯁꯤꯡꯅꯥ,ꯃꯤ,ꯃꯤ
ꯆꯦꯛꯁꯤꯟꯅꯥ,ꯆꯦꯛ,ꯆꯦꯛ
ꯄꯤꯔꯤ,ꯄꯤ,ꯄꯤ
ꯃꯔꯝ,ꯔꯝ,ꯔꯝ
ꯑꯣꯏꯗꯨꯅꯥ,ꯑꯣꯏ,ꯑꯣꯏ
ꯂꯝꯗꯝ,ꯂꯝ,ꯂꯝ
ꯐꯤꯚꯝ,ꯐꯤ,ꯐꯤ
ꯀꯥꯏꯍꯟꯗꯅꯥ,ꯀꯥꯏ,ꯀꯥꯏ
ꯊꯝꯅꯥꯕꯥ,ꯊꯝ,ꯊꯝ
ꯍꯣꯠꯅꯒꯗꯕꯅꯤ,ꯍꯣꯠ,ꯍꯣꯠ
ꯂꯥꯎꯊꯣꯛꯈꯤ,ꯂꯥꯎ,ꯂꯥꯎ
ꯑꯣꯏꯔꯒꯥ,ꯑꯣꯏ,ꯑꯣꯏ
ꯌꯨꯝꯊꯪꯅꯕꯥ,ꯌꯨꯝ,ꯌꯨꯝ
ꯂꯝꯗꯝꯁꯤꯡꯗꯥ,ꯂꯝ,ꯂꯝ
ꯋꯥꯈꯜ,ꯋꯥ,ꯋꯥ
ꯉꯥꯛ,ꯉꯥꯛ,ꯉꯥꯛ
ꯁꯦꯟꯅꯕꯥ,ꯁꯦꯟ,ꯁꯦꯟ
ꯊꯧꯃꯤꯁꯤꯡꯅꯥ,ꯊꯧ,ꯊꯧ
ꯂꯩꯔꯦ,ꯂꯩ,ꯂꯩ
ꯑꯣꯢꯔꯦ,ꯑꯣꯢ,ꯑꯣꯢ
ꯉꯥꯛꯇꯨꯅꯥ,ꯉꯥꯛ,ꯉꯥꯛ
ꯐꯒꯠꯍꯟꯅꯥꯕꯥ,ꯐ,ꯐ
ꯍꯣꯠꯅꯕꯗꯥ,ꯍꯣꯠ,ꯍꯣꯠ
ꯃꯤꯌꯥꯝꯅꯥ,ꯃꯤ,ꯃꯤ
ꯄꯥꯡꯅꯕꯥ,ꯄꯥꯡ,ꯄꯥꯡ
ꯄꯤꯈꯤ,ꯄꯤ,ꯄꯤ
ꯉꯥꯛꯄ,ꯉꯥꯛ,ꯉꯥꯛ
ꯃꯤꯁꯤꯡꯅꯥ,ꯃꯤ,ꯃꯤ
ꯍꯤꯛꯂꯥ,ꯍꯤꯛ,ꯍꯤꯛ
ꯃꯈꯥꯗꯥ,ꯈꯥ,ꯈꯥ
ꯄꯤꯔꯤꯕꯥ,ꯄꯤ,ꯄꯤ
ꯑꯁꯤꯗꯒꯤ,ꯁꯤ,ꯁꯤ
ꯄꯥꯎꯁꯤꯡ,ꯄꯥꯎ,ꯄꯥꯎ
ꯃꯩꯇꯩ,ꯃꯩ,ꯃꯩ
ꯃꯌꯦꯛ,ꯌꯦꯛ,ꯌꯦꯛ
ꯍꯟꯗꯣꯛꯄꯅꯤ,ꯍꯟ,ꯍꯟ
ꯂꯩꯕꯥꯛ,ꯂꯩ,ꯂꯩ
ꯄꯣꯛꯄꯥ,ꯄꯣꯛ,ꯄꯣꯛ
ꯐꯣꯡꯕꯥ,ꯐꯣꯡ,ꯐꯣꯡ
ꯈꯨꯔꯥꯏ,ꯈꯨ,ꯈꯨꯔꯥꯏ
ꯊꯣꯡꯕ,ꯊꯣꯡ,ꯊꯣꯡ
ꯂꯩꯀꯥꯏ,ꯂꯩ,ꯂꯩꯀꯥꯏ
ꯂꯩꯃꯥꯔꯦꯜꯁꯤꯡꯒꯤ,ꯂꯩ,ꯂꯩꯃꯥꯔꯦꯜ
ꯁꯩꯁꯥꯛꯀꯣꯜ,ꯁꯩ,ꯁꯩ
ꯇꯧꯔꯕꯥ,ꯇꯧ,ꯇꯧ
ꯂꯨꯞꯅꯥ,ꯂꯨꯞ,ꯂꯨꯞ
ꯅꯨꯃꯤꯠꯇꯥ,ꯅꯨ,ꯅꯨ
ꯊꯧꯔꯝ,ꯊꯧ,ꯊꯧ
ꯄꯥꯡꯊꯣꯛꯈ꯭ꯔꯦ,ꯄꯥꯡ,ꯄꯥꯡ
ꯂꯣꯛꯇꯥꯛꯅꯥ,ꯂꯣꯛ,ꯂꯣꯛ
ꯁꯥꯁꯟ,ꯁꯥ,ꯁꯥ
ꯑꯣꯖꯥꯁꯤꯡ,ꯑꯣ,ꯑꯣ
ꯂꯧꯅꯕꯒꯤꯗꯃꯛ,ꯂꯧ,ꯂꯧ
ꯄꯥꯡꯊꯣꯛꯀꯅꯤ,ꯄꯥꯡ,ꯄꯥꯡ
ꯎꯊꯣꯛꯈ꯭ꯔꯦ,ꯊꯣꯛ,ꯊꯣꯛ
ꯐꯥꯎꯕꯥ,ꯐꯥꯎ,ꯐꯥꯎ
ꯌꯥꯒꯅꯤ,ꯌꯥ,ꯌꯥ
ꯁꯤꯡꯒꯤ,ꯁꯤꯡ,ꯁꯤꯡ
ꯁꯨꯕꯥ,ꯁꯨ,ꯁꯨ
ꯄꯔꯤ,ꯄ,ꯄ
ꯆꯥꯖꯤꯛ,ꯆꯥ,ꯆꯥ
ꯁꯖꯤꯡ,ꯁ,ꯁꯖꯤꯡ
ꯍꯤꯗꯥ,ꯍꯤ,ꯍꯤ
ꯍꯣꯡꯗꯣꯛꯈ꯭ꯔꯦ,ꯍꯣꯡ,ꯍꯣꯡ
ꯂꯥꯏꯊꯣꯛꯄꯥ,ꯂꯥꯏ,ꯂꯥꯏ
ꯄꯥꯎꯁꯤꯡꯗꯥ,ꯄꯥꯎ,ꯄꯥꯎ
ꯂꯪꯊꯕ,ꯂꯪ,ꯂꯪ
ꯀꯣꯅꯨꯡ,ꯀꯣ,ꯀꯣ
ꯃꯌꯥ,ꯌꯥ,ꯌꯥ
ꯂꯩꯀꯥꯏꯗꯥ,ꯂꯩ,ꯂꯩꯀꯥꯏ
ꯌꯨꯝ,ꯌꯨꯝ,ꯌꯨꯝ
ꯌꯣꯟꯖꯥꯔꯤ,ꯌꯣꯟ,ꯌꯣꯟ
ꯄꯜꯅꯤ,ꯄꯜ,ꯄꯜ
ꯀꯥꯎꯟꯁꯤꯜ,ꯀꯥꯎꯟ,ꯀꯥꯎꯟ
ꯋꯥꯔꯗ,ꯋꯥ,ꯋꯥ
ꯅꯪꯗꯥ,ꯅꯪ,ꯅꯪ
ꯂꯧꯐꯝ,ꯂꯧ,ꯂꯧ
ꯑꯃꯁꯨ,ꯑ,ꯃ
ꯌꯣꯟꯅꯕꯥ,ꯌꯣꯟ,ꯌꯣꯟ
ꯌꯥꯎꯔꯤ,ꯌꯥꯎ,ꯌꯥꯎ
ꯃꯁꯤꯒꯥ,ꯁꯤ,ꯁꯤ
ꯂꯣꯏꯅꯅꯥ,ꯂꯣꯏ,ꯂꯣꯏ
ꯊꯥꯜꯂꯨ,ꯊꯥꯜ,ꯊꯥꯜ
ꯃꯩꯔꯤꯛ,ꯃꯩ,ꯃꯩ
ꯑꯥꯁꯤꯗꯤ,ꯁꯤ,ꯁꯤ
ꯀꯥꯗ,ꯀꯥ,ꯀꯥ
ꯃꯥꯔꯤꯅꯤ,ꯃꯥ,ꯃꯥ
ꯃꯔꯟ,ꯔꯟ,ꯔꯟ
ꯄꯣꯁꯇ,ꯄꯣꯁ,ꯄꯣ
ꯄꯥꯕꯨꯡ,ꯄꯥ,ꯄꯥꯕꯨꯡ
ꯁꯤꯡꯒꯤ,ꯁꯤꯡ,ꯁꯤꯡ
ꯂꯥꯏꯁꯪ,ꯂꯥꯏ,ꯂꯥꯏꯁꯪ
ꯅꯣꯡꯃꯩ,ꯅꯣꯡ,ꯅꯣꯡꯃꯩ
ꯃꯥꯡꯈꯤꯕꯒꯤ,ꯃꯥꯡ,ꯃꯥꯡ
ꯑꯔꯣꯏꯕꯗꯥ,ꯔꯣꯏ,ꯔꯣꯏ
ꯌꯨꯒꯤ,ꯌꯨ,ꯌꯨ
ꯍꯣꯝ,ꯍꯣꯝ,ꯍꯣꯝ
ꯁꯥꯏꯟꯁ,ꯁꯥꯏꯟꯁ,ꯁꯥ
ꯄꯔꯤ,ꯄ,ꯄ
ꯁꯥꯕ,ꯁꯥ,ꯁꯥ
ꯑꯇꯣꯞꯄ,ꯇꯣꯞ,ꯇꯣꯞ
ꯑꯣꯏꯈꯤꯕꯥ,ꯑꯣꯏ,ꯑꯣꯏ
ꯃꯥꯏꯕꯕꯨ,ꯃꯥꯏ,ꯃꯥꯏ
ꯏꯃꯨꯡ,ꯃꯨꯡ,ꯃꯨꯡ
ꯃꯅꯨꯡ,ꯅꯨꯡ,ꯅꯨꯡ
ꯃꯔꯨꯞꯁꯤꯡꯅꯥ,ꯔꯨꯞ,ꯔꯨꯞ
ꯍꯔꯥꯎꯕꯥ,ꯍ,ꯍꯔꯥꯎ
ꯐꯣꯡꯗꯣꯛꯂꯤ,ꯐꯣꯡ,ꯐꯣꯡ
ꯌꯥꯎꯔꯤꯕꯥ,ꯌꯥꯎ,ꯌꯥꯎ
ꯑꯃꯍꯦꯛꯇꯥ,ꯃ,ꯃꯍꯦꯛ
ꯑꯗꯣꯝꯅꯥ,ꯗꯣꯝ,ꯗꯣꯝ
ꯄꯥꯝꯕꯤꯕꯔꯥ,ꯄꯥꯝ,ꯄꯥꯝ
ꯋꯥꯔꯦꯡ,ꯋꯥ,ꯋꯥꯔꯦꯡ
ꯁꯦꯡꯅꯥ,ꯁꯦꯡ,ꯁꯦꯡ
ꯍꯟꯗꯣꯛꯅꯕꯥ,ꯍꯟ,ꯍꯟ
ꯇꯨꯈꯦꯡ,ꯇꯨ,ꯇꯨꯈꯦꯡ
ꯂꯥꯏꯈꯦꯡ,ꯂꯥꯏ,ꯂꯥꯏꯈꯦꯡ
ꯈꯖꯥꯏ,ꯈꯖꯥꯏ,ꯈꯖꯥꯏ
ꯈꯖꯤꯛ,ꯈ,ꯈ
ꯈꯪꯍꯟꯕꯒꯥ,ꯈꯪ,ꯈꯪ
ꯆꯥꯅꯕ,ꯆꯥ,ꯆꯥ
ꯄꯤꯖꯥꯕꯤꯌꯨ,ꯄꯤ,ꯄꯤ
ꯅꯠꯇꯕ,ꯅꯠ,ꯅꯠ
ꯄꯤꯔꯛꯈꯤꯗꯦ,ꯄꯤ,ꯄꯤ
ꯃꯁꯤꯃꯛꯅꯁꯨ,ꯁꯤ,ꯁꯤ
ꯁꯤꯖꯤꯟꯅꯈꯔꯦ,ꯁꯤ,ꯁꯤ
ꯇꯟꯗꯅꯥ,ꯇꯟ,ꯇꯟ
ꯈꯨꯗꯤꯡꯕꯨꯁꯨ,ꯈꯨ,ꯈꯨ
ꯁꯥꯒꯠꯅꯈꯤꯕꯅꯤ,ꯁꯥ,ꯁꯥ
ꯂꯩꯀꯗꯥ,ꯂꯩ,ꯂꯩ
ꯉꯝꯂꯦ,ꯉꯝ,ꯉꯝ
ꯉꯝꯂꯕꯅꯤ,ꯉꯝ,ꯉꯝ
ꯊꯝꯂꯕꯥ,ꯊꯝ,ꯊꯝ
ꯆꯠꯈꯤ,ꯆꯠ,ꯆꯠ
ꯅꯤꯡꯗꯦ,ꯅꯤꯡ,ꯅꯤꯡ
ꯅꯤꯗꯦ,ꯅꯤ,ꯅꯤ
ꯁꯨꯔꯝꯕꯥ,ꯁꯨ,ꯁꯨ
ꯇꯦꯟꯒꯤ,ꯇꯦꯟ,ꯇꯦꯟ
ꯄꯥꯂꯦꯝ,ꯄꯥ,ꯄꯥ
ꯊꯥꯡꯒꯥ,ꯊꯥꯡ,ꯊꯥꯡ
ꯁꯅꯥ,ꯁ,ꯁ
ꯂꯥꯕ,ꯂꯥ,ꯂꯥ
ꯀꯨꯝꯂꯕꯥ,ꯀꯨꯝ,ꯀꯨꯝ
ꯆꯦꯟꯊꯕꯥ,ꯆꯦꯟ,ꯆꯦꯟ
ꯀꯅꯥꯗ,ꯀ,ꯀ
ꯏꯐꯝꯗ,ꯐꯝ,ꯐꯝ
ꯃꯂꯦꯝꯒꯤ,ꯂꯦꯝ,ꯂꯦꯝ
ꯁꯤꯗ,ꯁꯤ,ꯁꯤ
ꯐꯃꯤꯟꯅꯔꯒꯥ,ꯐ,ꯐ
ꯀꯥꯔꯕꯥꯔꯁꯨ,ꯀꯥ,ꯀꯥ
ꯆꯪꯁꯤꯟꯈꯤꯕꯥ,ꯆꯪ,ꯆꯪ
ꯄꯥꯔꯦꯡ,ꯄꯥ,ꯄꯥꯔꯦꯡ
ꯂꯦꯟꯅꯕ,ꯂꯦꯟ,ꯂꯦꯟ
ꯀꯥꯁꯤꯡꯁꯨ,ꯀꯥ,ꯀꯥ
ꯀꯥꯅꯕꯕꯨ,ꯀꯥ,ꯀꯥ
ꯊꯦꯡꯕ,ꯊꯦꯡ,ꯊꯦꯡ
ꯅꯨꯃꯤꯗꯥꯡꯗꯒꯤ,ꯅꯨ,ꯅꯨ
ꯅꯨꯃꯤꯗꯥꯡꯐꯥꯎ,ꯅꯨ,ꯅꯨ
ꯕꯥꯕꯥꯒꯤ,ꯕꯥ,ꯕꯥ
ꯃꯟꯅꯕ,ꯃꯟ,ꯃꯟ
ꯅꯦꯅꯦ,ꯅꯦ,ꯅꯦ
ꯅꯤꯅꯤ,ꯅꯤ,ꯅꯤ
ꯆꯠꯅꯔꯒꯅꯤ,ꯆꯠ,ꯆꯠ
ꯏꯔꯦ,ꯏ,ꯔꯦ
ꯁꯔꯀꯥꯟꯗꯒꯤ,ꯁ,ꯁ
ꯃꯥꯟꯅꯕꯅꯦ,ꯃꯥꯟ,ꯃꯥꯟ
ꯀꯦꯒꯦꯒꯤ,ꯀꯦ,ꯀꯦ
ꯁꯤꯟꯅꯕꯒꯤ,ꯁꯤꯟ,ꯁꯤꯟ
ꯁꯤꯟꯅꯕꯤꯌꯨ,ꯁꯤꯟ,ꯁꯤꯟ
ꯁꯦꯝꯗꯦ,ꯁꯦꯝ,ꯁꯦꯝ
ꯀꯜꯂꯕꯅꯤ,ꯀꯜ,ꯀꯜ
ꯊꯦꯡꯅꯔꯕꯁꯨ,ꯊꯦꯡ,ꯊꯦꯡ
ꯖꯤꯟꯗꯒꯤ,ꯖꯤꯟ,ꯖꯤꯟ
ꯁꯥꯔꯗꯨꯅꯥ,ꯁꯥ,ꯁꯥ
ꯉꯥꯡꯕꯒꯤ,ꯉꯥꯡ,ꯉꯥꯡ
ꯃꯥꯟꯅꯔꯕꯥ,ꯃꯥꯟ,ꯃꯥꯟ
ꯊꯕꯛꯁꯨ,ꯊ,ꯊ
ꯍꯥꯟꯅꯗꯒꯤ,ꯍꯥꯟ,ꯍꯥꯟ
ꯀꯗ,ꯀ,ꯀ
ꯄꯨꯟꯁꯤꯟꯕꯥ,ꯄꯨꯟ,ꯄꯨꯟ
ꯑꯅꯥꯕ,ꯅꯥ,ꯅꯥ
ꯍꯥꯡꯂꯨꯔꯕꯥ,ꯍꯥꯡ,ꯍꯥꯡ
ꯑꯗꯨꯃꯛ,ꯗꯨ,ꯗꯨ
ꯃꯥꯈꯒꯤꯗꯤ,ꯃꯥꯈꯥ,ꯃꯥ
ꯃꯥꯡꯍꯜꯂꯦ,ꯃꯥꯡ,ꯃꯥꯡ
ꯆꯠꯊꯈꯤꯕꯥ,ꯆꯠ,ꯆꯠ
ꯄꯥꯢꯖꯥꯔꯤꯕꯥ,ꯄꯥꯢ,ꯄꯥꯢ
ꯍꯥꯢꯔꯤꯕꯁꯤꯗꯤ,ꯍꯥꯢ,ꯍꯥꯢ
ꯁꯅꯥꯁꯤꯡ,ꯁꯅꯥ,ꯁ
ꯉꯁꯤꯗꯒꯤ,ꯉꯁꯤ,ꯉ
ꯀꯔꯤꯒꯤ,ꯀ,ꯀ
ꯆꯠꯈꯔꯕꯒꯦ,ꯆꯠ,ꯆꯠ
ꯄꯥꯢꯈꯠꯄꯥꯅꯤ,ꯄꯥꯢ,ꯄꯥꯢ
ꯂꯥꯢꯁꯪꯁꯤꯡꯒꯤ,ꯂꯥꯢ,ꯂꯥꯢꯁꯪ
ꯊꯨꯞꯆꯤꯟꯅꯕꯥ,ꯊꯨꯞ,ꯊꯨꯞ
ꯁꯥꯠꯂꯤꯕꯤ,ꯁꯥꯠ,ꯁꯥꯠ
